name,latitude,longitude,review_count,rating,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,verified,Friday_morning,Friday_afternoon,Friday_evening,Saturday_morning,Saturday_afternoon,Saturday_evening,Sunday_morning,Sunday_afternoon,Sunday_evening,Monday_morning,Monday_afternoon,Monday_evening,Tuesday_morning,Tuesday_afternoon,Tuesday_evening,Wednesday_morning,Wednesday_afternoon,Wednesday_evening,Thursday_morning,Thursday_afternoon,Thursday_evening,Website_known,Phone_known,main_category,geo_cluster
Chicken World outlet 2,25.2995349,55.3737193,-0.0689552074450716,-1.0259959597200987,1 PM-3:30 AM,12 PM-3:30 AM,12 PM-3:30 AM,12 PM-3:30 AM,12 PM-3:30 AM,12 PM-3:30 AM,12:30 PM-3:30 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
allday minimart Bay Square,25.1854125,55.2797443,-0.1331333928745289,-1.0259959597200987,7 AM-10 PM,7 AM-10 PM,9 AM-8 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
La Banca,51.3573847,-0.1736919999999999,-0.07063306850205087,0.464820107972366,12-2:30 PM,12-11 PM,12-10 PM,Closed,12-2:30 PM,12-2:30 PM,12-2:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,1
Rukn Al Dar Furniture Trading,25.3016615,55.3686941,-0.1375377781490995,-0.4296695326431127,4:30-11:30 PM,9:30 AM-11:30 PM,9:30 AM-11:30 PM,9:30 AM-11:30 PM,9:30 AM-11:30 PM,9:30 AM-11:30 PM,9:30 AM-11:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Expo Centre Sharjah Multi storey Parking,25.3120789,55.369351,-0.13544045182787542,-0.8769143529508521,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Park,0
Resorts World New York City,40.6731042,-73.8326167,3.0214551268786334,-0.727832746181606,9 AM-5 AM,9 AM-5 AM,9 AM-5 AM,9 AM-5 AM,9 AM-5 AM,9 AM-5 AM,9 AM-5 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,4
Van der Graaf schilderwerken,52.213872,5.166058,-0.1331333928745289,1.0611465350493527,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,1
Lothian and Borders Police,55.5502001,-2.83615,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,1
Lions Gym,25.2608366,55.2926988,-0.1329236602424065,0.31573850120312,5 AM-1 AM,5 AM-1 AM,6-10 PM,5 AM-1 AM,5 AM-1 AM,5 AM-1 AM,5 AM-1 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Morden Cemetery,51.3911425,-0.2248704,-0.13523071919575302,-0.727832746181606,8 AM-5 PM,10 AM-4 PM,10 AM-4 PM,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,1
Dubai Police Health Centre,25.2748192,55.3554726,-0.1287290075999583,-1.7714039935663313,Closed,7:30 AM-9:30 PM,7:30 AM-9:30 PM,7:30 AM-9:30 PM,7:30 AM-9:30 PM,7:30 AM-9:30 PM,7:30 AM-9:30 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hospital,0
Environment Agency Abu Dhabi,23.643082,53.704544,-0.13690858025273228,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Office,0
La Brioche Madinat Zayed - Abu Dhabi,23.6685187,53.6975534,-0.10838494228408459,0.7629833215108593,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
Bin Nayem Mosque,25.2677215,55.296519,-0.1375377781490995,-0.4296695326431127,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
von Poll Immobilien GmbH Frankfurt - Westend,50.1218816,8.6617415,-0.11761317809747061,-0.28058792587386666,9 AM-6 PM,10 AM-1 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,2
مطعم الريف الشامي,23.6312438,53.7126256,-0.10691681385922772,-0.5787511394123593,10 AM-2 AM,10 AM-2 AM,10 AM-2 AM,10 AM-2 AM,10 AM-2 AM,10 AM-2 AM,10 AM-2 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
Bowling centre البولينج,23.6717233,53.7104791,-0.1375377781490995,1.0611465350493527,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tourist,0
Al Jawareh Veterinary Clinic,25.353724,55.3830774,-0.10586815069861567,0.6139017147416134,Closed,10 AM-1:30 PM,10 AM-1:30 PM,10 AM-1:30 PM,10 AM-1:30 PM,10 AM-1:30 PM,10 AM-1:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,0
Library Bollenstreek Sassenheim,52.2266847,4.52503,-0.1329236602424065,0.017575287664626682,11 AM-5 PM,10 AM-3 PM,Closed,2-5 PM,2-5 PM,11 AM-5 PM,11 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Library,1
Vibes Bakery,25.3088102,55.4511718,-0.13606964972424265,0.9120649282801067,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bakery,0
Hotel Living,50.10151,8.76202,-0.1329236602424065,-1.4732407800278386,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,2
Desert Safari Dubai,25.1926615,55.2645536,-0.05574205162135979,0.464820107972366,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Tourist,0
"Regus - Frankfurt, Darmstaedter Landstrasse",50.0947,8.68958,-0.13627938235636505,-0.4296695326431127,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Agency,2
Musafir.com - Deira-Port Saeed Branch,25.2603002,55.3321534,-0.10733627912347254,-0.5787511394123593,9 AM-6 PM,9 AM-6 PM,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,0
Public Library Foundation Waddinxveen,52.0417835,4.6514253,-0.13418205603514097,0.464820107972366,10 AM-5:30 PM,10 AM-2 PM,Closed,10 AM-5:30 PM,10 AM-5:30 PM,10 AM-5:30 PM,10 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Library,1
City Seasons Suites Hotel,25.2541323,55.3320154,0.09190972139281654,-0.727832746181606,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,0
Campsite 12,39.9442295,-105.5166923,-0.1375377781490995,1.0611465350493527,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,3
Mona Beauty Center Al Khawaneej Branch,25.2330859,55.4732261,-0.12830954233571348,-2.6658936341818107,10 AM-12 AM,10 AM-12 AM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Beauty,0
Sadaf Car Park,25.080362,55.1387913,-0.13418205603514097,-0.13150631910461932,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Park,0
Sweetheart Kitchen,25.2754295,55.3285684,-0.13439178866726337,-1.9204856003355781,10 AM-3:30 AM,10 AM-3:30 AM,10 AM-3:30 AM,10 AM-3:30 AM,10 AM-3:30 AM,10 AM-3:30 AM,10 AM-3:30 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
ـ مكتب هند حميد النعيمي Hend Humaid Al Nuaimi Advocates,25.3035363,55.3670766,-0.13544045182787542,1.0611465350493527,8 AM-12 PM,Closed,Closed,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,0
Greatlinks Real Estate Brokers,25.265194,55.383933,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,0
Wakha Restaurant,25.2957704,55.3726806,0.07617977398363582,0.017575287664626682,12 PM-1 AM,12 PM-1 AM,12 PM-12 AM,12 PM-12 AM,12 PM-12 AM,12 PM-12 AM,12 PM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
"Shifa Al Jazeerah Medical Centre, Jurf",25.4314799,55.5305398,-0.13166526444967205,0.7629833215108593,8:30 AM-12 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
V-Link Management Consultancies LLC,25.270748,55.3221043,-0.1375377781490995,-0.4296695326431127,3-7 PM,11 AM-5 PM,Closed,11 AM-7 PM,11 AM-7 PM,11 AM-7 PM,11 AM-7 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Attorney,0
Armstrongs Vintage,55.9455855,-3.190321,-0.12075916757930676,0.464820107972366,10 AM-6 PM,10 AM-6 PM,12-6 PM,10 AM-5:30 PM,10 AM-5:30 PM,10 AM-5:30 PM,10 AM-5:30 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,1
White Flower Real Estate Broker,25.2785699,55.35218,-0.13774751078122194,1.0611465350493527,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,0
Shoes 4 us,25.3422422,55.4077666,-0.11803264336171543,-0.5787511394123593,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Schildersbedrijf E. de Vaal B.V.,52.1654443,5.3704245,-0.12327595916477567,0.16665689443387402,8 AM-5:30 PM,8:30 AM-5 PM,Closed,8 AM-5:30 PM,8 AM-5:30 PM,8 AM-5:30 PM,8 AM-5:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,1
Geldmaat,52.114019,5.111762,-0.13124579918542723,0.16665689443387402,7 AM-6 PM,7 AM-6 PM,12-5 PM,7 AM-6 PM,7 AM-6 PM,7 AM-6 PM,7 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bank,1
Jump Nation,25.2221014,55.4082186,-0.13439178866726337,-0.13150631910461932,10 AM-11 PM,10 AM-11 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Park,0
Ajeryvita - Madinat Zayed,23.6671448,53.7329658,-0.13523071919575302,0.6139017147416134,7:30 AM-12:30 PM,Closed,7 AM-3 PM,7 AM-3 PM,7 AM-3 PM,7 AM-3 PM,7 AM-3 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Supermarket,0
Alsiam Rent A Car,25.349916,55.4048785,-0.13124579918542723,0.16665689443387402,4-10 PM,9 AM-2 PM,9 AM-2 PM,9 AM-2 PM,9 AM-2 PM,9 AM-2 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,0
McMinnville Funeral Home,35.699019199999995,-85.7971803,-0.13544045182787542,0.017575287664626682,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,5
Al Noobi Travel & Tourism,25.2389186,55.2979596,-0.13774751078122194,-4.902117735720509,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,0
Al daar bakery,25.3688422,55.4951627,-0.13774751078122194,-0.4296695326431127,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bakery,0
Buchanan Bus Station,55.865387,-4.251707,-0.13774751078122194,1.0611465350493527,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,1
Newmarket Clothing Repair & Cleaning,52.3716892,4.9005301,-0.09580098435674002,0.7629833215108593,9:30 AM-5 PM,9:30 AM-5 PM,Closed,9:30 AM-5 PM,9:30 AM-5 PM,9:30 AM-5 PM,9:30 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Shop,1
City Hall,41.5743888,-75.2570109,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Office,4
F&F Clothing,55.0752604,-3.5816761,-0.13124579918542723,0.16665689443387402,7 AM-11 PM,7 AM-11 PM,8 AM-10 PM,7 AM-11 PM,7 AM-11 PM,7 AM-11 PM,7 AM-11 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,1
"Muraqqabat, Police Station 1",25.270205,55.32827,-0.13229446234603928,0.017575287664626682,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Longview Public Library,32.4944006,-94.7437828,-0.10293189384890195,0.464820107972366,9 AM-5 PM,9 AM-5 PM,1-5 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Library,5
Label Store,25.267745,55.3085471,-0.1373280455169771,-0.8769143529508521,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
AL-Danah Real Estate,25.3293015,55.3657724,-0.13774751078122194,1.0611465350493527,Closed,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,0
Potential Real Estate - Sharjah,25.323162,55.3892996,-0.11425745598351206,-0.8769143529508521,8:30 AM-12 PM,Closed,Closed,8:30 AM-5:30 PM,8:30 AM-5:30 PM,8:30 AM-5:30 PM,8:30 AM-5:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,0
SAMA AL NAHDA,25.3006403,55.3778338,-0.1373280455169771,1.0611465350493527,9-11 AM,9 AM-11:30 PM,9 AM-11:30 PM,9 AM-11:30 PM,9 AM-11:30 PM,9 AM-11:30 PM,9 AM-11:30 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
SMD Comfy Apartments,24.4737906,54.3680971,-0.1308263339211824,-2.964056847720304,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,0
Rolla Square Park,25.356618,55.3902416,2.6818979954724522,-0.13150631910461932,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,8 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tourist,0
Wassalon Regenboog,52.3550877,4.8885873,-0.13376259077089614,0.16665689443387402,8 AM-6 PM,8 AM-6 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,1
Irish Museum of Modern Art,53.3428506,-6.3006752,0.7232049440812693,0.017575287664626682,10 AM-5:30 PM,10 AM-5:30 PM,12-5:30 PM,Closed,10 AM-5:30 PM,11:30 AM-5:30 PM,10 AM-5:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tourist,1
Geldmaat,52.0546379,5.124228,-0.13690858025273228,-4.902117735720509,9 AM-9 PM,9 AM-9 PM,12-5 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bank,1
The Orange Basket Laundry,25.2784833,55.3841948,-0.12663168127873423,0.16665689443387402,4-11 PM,8 AM-1 PM,8 AM-1 PM,8 AM-1 PM,8 AM-1 PM,8 AM-1 PM,8 AM-1 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,0
Simple Home Real Estate,25.2838533,55.3515091,-0.13124579918542723,0.16665689443387402,8 AM-8 PM,8 AM-8 PM,Closed,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,0
Emirates Islamic bank ATM,25.2525979,55.3316368,-0.13774751078122194,1.0611465350493527,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bank,0
Maxi Clean,52.1364349,5.2362604,-0.13774751078122194,1.0611465350493527,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,1
Madinath Market,25.1517417,55.2504644,-0.09663991488522965,-0.727832746181606,7 AM-12 AM,7 AM-12 AM,7 AM-12 AM,7 AM-12 AM,7 AM-12 AM,7 AM-12 AM,7 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Supermarket,0
Prayer Room Mosque,25.2785812,55.3049481,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Ambassador Hotel,50.1070119,8.668147399999999,-0.11383799071926723,-0.727832746181606,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,2
Etihad Business And Management Consultancy LLC,25.3940949,55.4545099,-0.13606964972424265,1.0611465350493527,8 AM-3 PM,8 AM-3 PM,Closed,8 AM-3 PM,8 AM-3 PM,8 AM-3 PM,8 AM-3 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,0
Karine beauty salon,25.3279642,55.4699982,-0.1375377781490995,1.0611465350493527,10 AM-9 PM,10 AM-9 PM,10 AM-9 PM,10 AM-9 PM,10 AM-9 PM,10 AM-9 PM,10 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Beauty,0
"Chrysler, Jeep, Dodge, RAM, Fiat, AlphaRomeo - Showroom and Service",26.154722,50.609735,-0.07692504746572315,-0.4296695326431127,Closed,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dealer,0
Consulate General of Sri Lanka,25.24144,55.280505,-0.05406419056438051,-1.6223223867970846,8:30 AM-1 PM,Closed,Closed,8:30 AM-1 PM,8:30 AM-1 PM,8:30 AM-1 PM,8:30 AM-1 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
JUNGLE CLUB,25.2788158,55.3137959,-0.13774751078122194,-0.4296695326431127,7 PM-3 AM,7 PM-3 AM,7 PM-3 AM,7 PM-3 AM,7 PM-3 AM,7 PM-3 AM,7 PM-3 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Citizens of heaven ministries dubai,25.2779911,55.3362744,-0.13124579918542723,0.16665689443387402,7-9:45 PM,Closed,10:30 AM-2 PM,Closed,Closed,Closed,Closed,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
اثاث مستعمل Al Basiq Used Furniture,25.3383993,55.3934511,-0.12747061180722385,-0.5787511394123593,1-11:30 PM,8 AM-11:30 PM,8 AM-11:30 PM,8 AM-11:30 PM,8 AM-11:30 PM,8 AM-11:30 PM,8 AM-11:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Meeras Al Seef Parking,25.2548106,55.3114813,-0.12369542442902048,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Park,0
Travello Travel Agency LLC,25.2312394,55.2711085,-0.11866184125808266,0.7629833215108593,9 AM-9:30 PM,9 AM-9:30 PM,Closed,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,0
Rabobank,52.0857886,4.8921944,-0.1333431255066513,-2.516812027412564,10 AM-5 PM,Closed,Closed,1-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bank,1
Gemeentekantoor Beukenhorst (gemeentehuis) in Hoofddorp - gemeente Haarlemmermeer,52.2887268,4.7075383,-0.1088044075483294,-0.4296695326431127,9 AM-1 PM,Closed,Closed,9 AM-1 PM,9 AM-1 PM,9 AM-1 PM,9 AM-1 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,1
Police Scotland,56.4674515,-2.8774443,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,1
Ajman University Dental Hospital,25.4133363,55.5057152,-0.1241148896932653,-0.727832746181606,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Hospital,0
Reedemed Christian Church of God (RCCG) Dubai,25.2701849,55.3318036,-0.13585991709212025,1.0611465350493527,Closed,Open 24 hours,9 AM-1 PM,Closed,Closed,7-9 PM,Closed,True,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Reedemed Christian Church of God (RCCG) Dubai,25.2701849,55.3318036,-0.13585991709212025,1.0611465350493527,Closed,Open 24 hours,9 AM-1 PM,Closed,Closed,7-9 PM,Closed,True,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Edify Church Dubai,25.2701849,55.3318036,-0.13774751078122194,1.0611465350493527,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Edify Church Dubai,25.2701849,55.3318036,-0.13774751078122194,1.0611465350493527,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Whalen's Inn,43.9580458,-83.9627469,-0.10607788333073809,0.017575287664626682,11 AM-2 AM,11 AM-2 AM,12 PM-2 AM,11 AM-2 AM,11 AM-2 AM,11 AM-2 AM,11 AM-2 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,5
